timepoint,fov,region_name,final_cell_type,count,total_count,percentage,area_px,area_um,count_per_um2,count_per_mm2
4h,4h_97,border_zone,Neutrophils,565,10792,0.052353595255745,53979983,2855541.1007000003,0.000197860923753294,197.860923753294
4h,4h_97,border_zone,Other Leukocytes,68,10792,0.006300963676797628,53979983,2855541.1007000003,2.3813350115440695e-05,23.813350115440695
4h,4h_97,border_zone,Smooth muscle cells,223,10792,0.020663454410674575,53979983,2855541.1007000003,7.809378052563639e-05,78.09378052563639
4h,4h_97,endocardial_region,Cardiomyocytes,1026,1538,0.6671001300390117,6478108,342691.9132,0.002993942840434672,2993.942840434672
4h,4h_97,endocardial_region,Cardiomyocytes Ankrd1+,21,1538,0.013654096228868661,6478108,342691.9132,6.127953182176228e-05,61.27953182176228
4h,4h_97,endocardial_region,Endocardial cells,128,1538,0.08322496749024708,6478108,342691.9132,0.0003735133368183606,373.5133368183606
4h,4h_97,endocardial_region,Endothelial cells,111,1538,0.07217165149544863,6478108,342691.9132,0.0003239060967721721,323.9060967721721
4h,4h_97,endocardial_region,Fibroblasts,116,1538,0.0754226267880364,6478108,342691.9132,0.0003384964614916393,338.4964614916393
4h,4h_97,endocardial_region,Macrophages Trem2+,2,1538,0.0013003901170351106,6478108,342691.9132,5.836145887786884e-06,5.836145887786884
4h,4h_97,endocardial_region,Macrophages Trem2-,4,1538,0.002600780234070221,6478108,342691.9132,1.1672291775573769e-05,11.672291775573768
4h,4h_97,endocardial_region,Mono / Macros Ccr2+,46,1538,0.02990897269180754,6478108,342691.9132,0.00013423135541909835,134.23135541909835
4h,4h_97,endocardial_region,Neutrophils,74,1538,0.04811443433029909,6478108,342691.9132,0.00021593739784811473,215.93739784811473
4h,4h_97,endocardial_region,Other Leukocytes,4,1538,0.002600780234070221,6478108,342691.9132,1.1672291775573769e-05,11.672291775573768
4h,4h_97,endocardial_region,Smooth muscle cells,6,1538,0.0039011703511053317,6478108,342691.9132,1.7508437663360654e-05,17.508437663360652
4h,4h_97,epicardial_region,Cardiomyocytes,1329,1771,0.7504234895539243,6310568,333829.04720000003,0.0039810795709571195,3981.0795709571194
4h,4h_97,epicardial_region,Cardiomyocytes Ankrd1+,74,1771,0.04178430265386787,6310568,333829.04720000003,0.00022167034480874854,221.67034480874855
4h,4h_97,epicardial_region,Endothelial cells,187,1771,0.10559006211180125,6310568,333829.04720000003,0.0005601669524221078,560.1669524221078
4h,4h_97,epicardial_region,Fibroblasts,87,1771,0.04912478825522304,6310568,333829.04720000003,0.00026061243241028544,260.61243241028546
4h,4h_97,epicardial_region,Macrophages Trem2+,1,1771,0.000564652738565782,6310568,333829.04720000003,2.9955452001182238e-06,2.9955452001182237
4h,4h_97,epicardial_region,Macrophages Trem2-,4,1771,0.002258610954263128,6310568,333829.04720000003,1.1982180800472895e-05,11.982180800472895
4h,4h_97,epicardial_region,Mono / Macros Ccr2+,21,1771,0.011857707509881422,6310568,333829.04720000003,6.290644920248269e-05,62.90644920248269
4h,4h_97,epicardial_region,Neutrophils,33,1771,0.018633540372670808,6310568,333829.04720000003,9.885299160390137e-05,98.85299160390137
4h,4h_97,epicardial_region,Other Leukocytes,5,1771,0.00282326369282891,6310568,333829.04720000003,1.4977726000591117e-05,14.977726000591117
4h,4h_97,epicardial_region,Smooth muscle cells,30,1771,0.01693958215697346,6310568,333829.04720000003,8.986635600354671e-05,89.86635600354671
4h,4h_97,infarct_core,Cardiomyocytes,6829,12055,0.5664869348817918,61488256,3252728.7424000003,0.0020994680284840707,2099.4680284840706
4h,4h_97,infarct_core,Cardiomyocytes Ankrd1+,2989,12055,0.24794690999585234,61488256,3252728.7424000003,0.0009189207698255803,918.9207698255802
4h,4h_97,infarct_core,Endothelial cells,925,12055,0.0767316466196599,61488256,3252728.7424000003,0.0002843766182966416,284.3766182966416
4h,4h_97,infarct_core,Fibroblasts,419,12055,0.034757362090418915,61488256,3252728.7424000003,0.0001288149222338301,128.8149222338301
4h,4h_97,infarct_core,Macrophages Trem2+,12,12055,0.0009954375777685607,61488256,3252728.7424000003,3.689210183307783e-06,3.689210183307783
4h,4h_97,infarct_core,Macrophages Trem2-,9,12055,0.0007465781833264206,61488256,3252728.7424000003,2.7669076374808375e-06,2.7669076374808377
4h,4h_97,infarct_core,Mono / Macros Ccr2+,157,12055,0.013023641642472003,61488256,3252728.7424000003,4.8267166564943496e-05,48.267166564943494
4h,4h_97,infarct_core,Neutrophils,427,12055,0.03542098714226462,61488256,3252728.7424000003,0.0001312743956893686,131.27439568936862
4h,4h_97,infarct_core,Other Leukocytes,24,12055,0.0019908751555371214,61488256,3252728.7424000003,7.378420366615566e-06,7.378420366615566
4h,4h_97,infarct_core,Smooth muscle cells,264,12055,0.021899626710908338,61488256,3252728.7424000003,8.116262403277122e-05,81.16262403277122
4h,4h_97,other_cardiac_tissue,Cardiomyocytes,27632,39969,0.691335785233556,189765042,10038570.721800001,0.002752583088346799,2752.583088346799
4h,4h_97,other_cardiac_tissue,Cardiomyocytes Ankrd1+,1272,39969,0.031824664114688886,189765042,10038570.721800001,0.00012671126550293602,126.71126550293602
4h,4h_97,other_cardiac_tissue,Endocardial cells,201,39969,0.005028897395481498,189765042,10038570.721800001,2.0022770728058285e-05,20.022770728058283
4h,4h_97,other_cardiac_tissue,Endothelial cells,6358,39969,0.15907328179338986,189765042,10038570.721800001,0.0006333570959651472,633.3570959651471
4h,4h_97,other_cardiac_tissue,Fibroblasts,2733,39969,0.068377992944532,189765042,10038570.721800001,0.0002722499124367328,272.2499124367328
4h,4h_97,other_cardiac_tissue,Macrophages Trem2+,82,39969,0.0020515899822362333,189765042,10038570.721800001,8.168493530849648e-06,8.168493530849648
4h,4h_97,other_cardiac_tissue,Macrophages Trem2-,95,39969,0.002376842052590758,189765042,10038570.721800001,9.463498602813617e-06,9.463498602813617
4h,4h_97,other_cardiac_tissue,Mono / Macros Ccr2+,291,39969,0.0072806424979359,189765042,10038570.721800001,2.8988190457039606e-05,28.988190457039607
4h,4h_97,other_cardiac_tissue,Neutrophils,553,39969,0.013835722685080938,189765042,10038570.721800001,5.50875234458519e-05,55.0875234458519
4h,4h_97,other_cardiac_tissue,Other Leukocytes,54,39969,0.0013510470614726414,189765042,10038570.721800001,5.379251837388793e-06,5.379251837388793
4h,4h_97,other_cardiac_tissue,Smooth muscle cells,698,39969,0.017463534239035253,189765042,10038570.721800001,6.953181078698847e-05,69.53181078698847
4h,4h_97,remote_endocardial_region,Cardiomyocytes,914,1232,0.7418831168831169,3321300,175696.77000000002,0.005202144581257811,5202.14458125781
4h,4h_97,remote_endocardial_region,Cardiomyocytes Ankrd1+,3,1232,0.002435064935064935,3321300,175696.77000000002,1.7074872805003757e-05,17.074872805003757
4h,4h_97,remote_endocardial_region,Endocardial cells,81,1232,0.06574675324675325,3321300,175696.77000000002,0.0004610215657351014,461.0215657351014
4h,4h_97,remote_endocardial_region,Endothelial cells,114,1232,0.09253246753246754,3321300,175696.77000000002,0.0006488451665901427,648.8451665901428
4h,4h_97,remote_endocardial_region,Fibroblasts,114,1232,0.09253246753246754,3321300,175696.77000000002,0.0006488451665901427,648.8451665901428
4h,4h_97,remote_endocardial_region,Macrophages Trem2+,2,1232,0.0016233766233766235,3321300,175696.77000000002,1.138324853666917e-05,11.38324853666917
4h,4h_97,remote_endocardial_region,Macrophages Trem2-,2,1232,0.0016233766233766235,3321300,175696.77000000002,1.138324853666917e-05,11.38324853666917
4h,4h_97,remote_endocardial_region,Other Leukocytes,1,1232,0.0008116883116883117,3321300,175696.77000000002,5.691624268334585e-06,5.691624268334585
4h,4h_97,remote_endocardial_region,Smooth muscle cells,1,1232,0.0008116883116883117,3321300,175696.77000000002,5.691624268334585e-06,5.691624268334585
Control,Control_12,border_zone,Cardiomyocytes,5641,7747,0.728152833354847,37450197,1981115.4213000003,0.002847385841001832,2847.385841001832
Control,Control_12,border_zone,Cardiomyocytes Ankrd1+,56,7747,0.007228604621143668,37450197,1981115.4213000003,2.8266904289328592e-05,28.266904289328593
Control,Control_12,border_zone,Endocardial cells,112,7747,0.014457209242287336,37450197,1981115.4213000003,5.6533808578657184e-05,56.53380857865719
Control,Control_12,border_zone,Endothelial cells,1424,7747,0.18381308893765327,37450197,1981115.4213000003,0.0007187869947857843,718.7869947857843
Control,Control_12,border_zone,Fibroblasts,403,7747,0.0520201368271589,37450197,1981115.4213000003,0.00020342075765356112,203.4207576535611
Control,Control_12,border_zone,Macrophages Trem2+,8,7747,0.001032657803020524,37450197,1981115.4213000003,4.038129184189799e-06,4.038129184189799
Control,Control_12,border_zone,Mono / Macros Ccr2+,52,7747,0.006712275719633407,37450197,1981115.4213000003,2.6247839697233693e-05,26.247839697233694
Control,Control_12,border_zone,Other Leukocytes,6,7747,0.0007744933522653931,37450197,1981115.4213000003,3.0285968881423492e-06,3.0285968881423493
Control,Control_12,border_zone,Smooth muscle cells,45,7747,0.005808700141990448,37450197,1981115.4213000003,2.2714476661067618e-05,22.714476661067618
Control,Control_12,endocardial_region,Cardiomyocytes,928,1414,0.6562942008486563,4614625,244113.6625,0.0038015078324426022,3801.507832442602
Control,Control_12,endocardial_region,Cardiomyocytes Ankrd1+,13,1414,0.009193776520509194,4614625,244113.6625,5.3253881273441625e-05,53.25388127344163
Control,Control_12,endocardial_region,Endocardial cells,197,1414,0.13932107496463933,4614625,244113.6625,0.0008070011239129231,807.0011239129232
Control,Control_12,endocardial_region,Endothelial cells,141,1414,0.09971711456859972,4614625,244113.6625,0.0005775997891965592,577.5997891965592
Control,Control_12,endocardial_region,Fibroblasts,133,1414,0.09405940594059406,4614625,244113.6625,0.0005448281699513643,544.8281699513643
Control,Control_12,endocardial_region,Neutrophils,1,1414,0.0007072135785007072,4614625,244113.6625,4.096452405649356e-06,4.096452405649356
Control,Control_12,endocardial_region,Other Leukocytes,1,1414,0.0007072135785007072,4614625,244113.6625,4.096452405649356e-06,4.096452405649356
Control,Control_12,epicardial_region,Cardiomyocytes,1196,1605,0.7451713395638629,6129418,324246.21220000007,0.003688555039348582,3688.5550393485823
Control,Control_12,epicardial_region,Cardiomyocytes Ankrd1+,41,1605,0.02554517133956386,6129418,324246.21220000007,0.00012644712091412365,126.44712091412364
Control,Control_12,epicardial_region,Endothelial cells,210,1605,0.1308411214953271,6129418,324246.21220000007,0.0006476559851699015,647.6559851699016
Control,Control_12,epicardial_region,Fibroblasts,139,1605,0.08660436137071652,6129418,324246.21220000007,0.0004286865806600777,428.6865806600777
Control,Control_12,epicardial_region,Macrophages Trem2+,4,1605,0.0024922118380062306,6129418,324246.21220000007,1.2336304479426696e-05,12.336304479426696
Control,Control_12,epicardial_region,Mono / Macros Ccr2+,10,1605,0.006230529595015576,6129418,324246.21220000007,3.084076119856674e-05,30.84076119856674
Control,Control_12,epicardial_region,Neutrophils,3,1605,0.001869158878504673,6129418,324246.21220000007,9.252228359570022e-06,9.252228359570022
Control,Control_12,epicardial_region,Other Leukocytes,2,1605,0.0012461059190031153,6129418,324246.21220000007,6.168152239713348e-06,6.168152239713348
Control,Control_12,infarct_core,Cardiomyocytes,10562,13514,0.7815598638449016,75605896,3999551.8984000008,0.002640795836209869,2640.7958362098693
Control,Control_12,infarct_core,Cardiomyocytes Ankrd1+,105,13514,0.007769720290069558,75605896,3999551.8984000008,2.6252940996216273e-05,26.252940996216275
Control,Control_12,infarct_core,Endothelial cells,2365,13514,0.1750036998668048,75605896,3999551.8984000008,0.0005913162424385855,591.3162424385855
Control,Control_12,infarct_core,Fibroblasts,304,13514,0.022495190173153767,75605896,3999551.8984000008,7.60085148842833e-05,76.0085148842833
Control,Control_12,infarct_core,Macrophages Trem2+,5,13514,0.00036998668047950276,75605896,3999551.8984000008,1.2501400474388702e-06,1.2501400474388702
Control,Control_12,infarct_core,Macrophages Trem2-,3,13514,0.00022199200828770165,75605896,3999551.8984000008,7.50084028463322e-07,0.750084028463322
Control,Control_12,infarct_core,Mono / Macros Ccr2+,60,13514,0.0044398401657540325,75605896,3999551.8984000008,1.5001680569266442e-05,15.001680569266442
Control,Control_12,infarct_core,Neutrophils,13,13514,0.0009619653692467072,75605896,3999551.8984000008,3.2503641233410623e-06,3.2503641233410625
Control,Control_12,infarct_core,Other Leukocytes,5,13514,0.00036998668047950276,75605896,3999551.8984000008,1.2501400474388702e-06,1.2501400474388702
Control,Control_12,infarct_core,Smooth muscle cells,92,13514,0.00680775492082285,75605896,3999551.8984000008,2.300257687287521e-05,23.00257687287521
Control,Control_12,other_cardiac_tissue,Cardiomyocytes,30538,42718,0.7148742918675968,203358604,10757670.151600001,0.0028387187531919303,2838.7187531919303
Control,Control_12,other_cardiac_tissue,Cardiomyocytes Ankrd1+,738,42718,0.017276089704574185,203358604,10757670.151600001,6.860221494058695e-05,68.60221494058695
Control,Control_12,other_cardiac_tissue,Endocardial cells,243,42718,0.0056884685612622315,203358604,10757670.151600001,2.2588534187754243e-05,22.58853418775424
Control,Control_12,other_cardiac_tissue,Endothelial cells,8941,42718,0.20930286998454983,203358604,10757670.151600001,0.0008311279184062168,831.1279184062168
Control,Control_12,other_cardiac_tissue,Fibroblasts,1842,42718,0.0431199962545063,203358604,10757670.151600001,0.00017122666655902598,171.22666655902597
Control,Control_12,other_cardiac_tissue,Macrophages Trem2+,16,42718,0.0003745493702888712,203358604,10757670.151600001,1.4873108930208556e-06,1.4873108930208556
Control,Control_12,other_cardiac_tissue,Mono / Macros Ccr2+,153,42718,0.003581628353387331,203358604,10757670.151600001,1.4222410414511931e-05,14.22241041451193
Control,Control_12,other_cardiac_tissue,Neutrophils,28,42718,0.0006554613980055246,203358604,10757670.151600001,2.602794062786497e-06,2.6027940627864967
Control,Control_12,other_cardiac_tissue,Other Leukocytes,14,42718,0.0003277306990027623,203358604,10757670.151600001,1.3013970313932485e-06,1.3013970313932484
Control,Control_12,other_cardiac_tissue,Smooth muscle cells,205,42718,0.0047989138068261624,203358604,10757670.151600001,1.905617081682971e-05,19.05617081682971
Control,Control_13,border_zone,Cardiomyocytes,3767,6098,0.6177435224663824,31268138,1654084.5002000001,0.00227739272059228,2277.39272059228
Control,Control_13,border_zone,Cardiomyocytes Ankrd1+,3,6098,0.0004919645785503444,31268138,1654084.5002000001,1.8136921055951261e-06,1.813692105595126
Control,Control_13,border_zone,Endocardial cells,59,6098,0.009675303378156773,31268138,1654084.5002000001,3.566927807670415e-05,35.669278076704146
Control,Control_13,border_zone,Endothelial cells,1525,6098,0.25008199409642506,31268138,1654084.5002000001,0.0009219601536775224,921.9601536775224
Control,Control_13,border_zone,Fibroblasts,599,6098,0.09822892751721876,31268138,1654084.5002000001,0.00036213385708382687,362.13385708382685
Control,Control_13,border_zone,Macrophages Trem2+,13,6098,0.002131846507051492,31268138,1654084.5002000001,7.859332457578879e-06,7.859332457578879
Control,Control_13,border_zone,Macrophages Trem2-,10,6098,0.0016398819285011479,31268138,1654084.5002000001,6.045640351983754e-06,6.045640351983754
Control,Control_13,border_zone,Mono / Macros Ccr2+,11,6098,0.0018038701213512628,31268138,1654084.5002000001,6.650204387182129e-06,6.6502043871821295
Control,Control_13,border_zone,Other Leukocytes,10,6098,0.0016398819285011479,31268138,1654084.5002000001,6.045640351983754e-06,6.045640351983754
Control,Control_13,border_zone,Smooth muscle cells,101,6098,0.016562807477861593,31268138,1654084.5002000001,6.106096755503592e-05,61.060967555035916
Control,Control_13,endocardial_region,Cardiomyocytes,841,1489,0.564808596373405,5392495,285262.9855,0.002948156763226472,2948.156763226472
Control,Control_13,endocardial_region,Cardiomyocytes Ankrd1+,1,1489,0.000671591672263264,5392495,285262.9855,3.5055371738721426e-06,3.505537173872143
Control,Control_13,endocardial_region,Endocardial cells,198,1489,0.13297515110812627,5392495,285262.9855,0.0006940963604266842,694.0963604266842
Control,Control_13,endocardial_region,Endothelial cells,251,1489,0.16856950973807924,5392495,285262.9855,0.0008798898306419078,879.8898306419078
Control,Control_13,endocardial_region,Fibroblasts,188,1489,0.1262592343854936,5392495,285262.9855,0.0006590409886879628,659.0409886879628
Control,Control_13,endocardial_region,Macrophages Trem2+,1,1489,0.000671591672263264,5392495,285262.9855,3.5055371738721426e-06,3.505537173872143
Control,Control_13,endocardial_region,Macrophages Trem2-,2,1489,0.001343183344526528,5392495,285262.9855,7.011074347744285e-06,7.011074347744286
Control,Control_13,endocardial_region,Mono / Macros Ccr2+,1,1489,0.000671591672263264,5392495,285262.9855,3.5055371738721426e-06,3.505537173872143
Control,Control_13,endocardial_region,Other Leukocytes,3,1489,0.0020147750167897917,5392495,285262.9855,1.0516611521616428e-05,10.516611521616428
Control,Control_13,endocardial_region,Smooth muscle cells,3,1489,0.0020147750167897917,5392495,285262.9855,1.0516611521616428e-05,10.516611521616428
Control,Control_13,epicardial_region,Cardiomyocytes,667,1067,0.6251171508903468,3724757,197039.6453,0.0033851055658594407,3385.1055658594405
Control,Control_13,epicardial_region,Cardiomyocytes Ankrd1+,9,1067,0.008434864104967198,3724757,197039.6453,4.5676087095554674e-05,45.67608709555467
Control,Control_13,epicardial_region,Endothelial cells,213,1067,0.19962511715089035,3724757,197039.6453,0.0010810007279281272,1081.0007279281272
Control,Control_13,epicardial_region,Fibroblasts,160,1067,0.14995313964386128,3724757,197039.6453,0.0008120193261431941,812.0193261431941
Control,Control_13,epicardial_region,Macrophages Trem2+,5,1067,0.004686035613870665,3724757,197039.6453,2.5375603941974817e-05,25.375603941974816
Control,Control_13,epicardial_region,Macrophages Trem2-,1,1067,0.0009372071227741331,3724757,197039.6453,5.075120788394963e-06,5.075120788394964
Control,Control_13,epicardial_region,Mono / Macros Ccr2+,4,1067,0.0037488284910965324,3724757,197039.6453,2.0300483153579853e-05,20.300483153579854
Control,Control_13,epicardial_region,Other Leukocytes,5,1067,0.004686035613870665,3724757,197039.6453,2.5375603941974817e-05,25.375603941974816
Control,Control_13,epicardial_region,Smooth muscle cells,3,1067,0.0028116213683223993,3724757,197039.6453,1.522536236518489e-05,15.22536236518489
Control,Control_13,infarct_core,Cardiomyocytes,7721,12344,0.6254860661049902,65746772,3478004.2388000004,0.0022199512909920837,2219.9512909920836
Control,Control_13,infarct_core,Cardiomyocytes Ankrd1+,15,12344,0.0012151652624756966,65746772,3478004.2388000004,4.312818205527944e-06,4.312818205527944
Control,Control_13,infarct_core,Endothelial cells,3069,12344,0.24862281270252753,65746772,3478004.2388000004,0.0008824026048510173,882.4026048510173
Control,Control_13,infarct_core,Fibroblasts,1143,12344,0.09259559300064808,65746772,3478004.2388000004,0.00032863674726122934,328.63674726122935
Control,Control_13,infarct_core,Macrophages Trem2+,46,12344,0.0037265068049254697,65746772,3478004.2388000004,1.3225975830285695e-05,13.225975830285694
Control,Control_13,infarct_core,Macrophages Trem2-,31,12344,0.0025113415424497733,65746772,3478004.2388000004,8.91315762475775e-06,8.91315762475775
Control,Control_13,infarct_core,Mono / Macros Ccr2+,36,12344,0.002916396629941672,65746772,3478004.2388000004,1.0350763693267065e-05,10.350763693267064
Control,Control_13,infarct_core,Neutrophils,1,12344,8.101101749837978e-05,65746772,3478004.2388000004,2.875212137018629e-07,0.2875212137018629
Control,Control_13,infarct_core,Other Leukocytes,17,12344,0.0013771872974724562,65746772,3478004.2388000004,4.88786063293167e-06,4.88786063293167
Control,Control_13,infarct_core,Smooth muscle cells,265,12344,0.02146791963707064,65746772,3478004.2388000004,7.619312163099367e-05,76.19312163099367
Control,Control_13,other_cardiac_tissue,Cardiomyocytes,27195,45359,0.5995502546352433,213883446,11314434.293400003,0.0024035669212258835,2403.5669212258836
Control,Control_13,other_cardiac_tissue,Cardiomyocytes Ankrd1+,46,45359,0.0010141317048435812,213883446,11314434.293400003,4.065603176186455e-06,4.065603176186455
Control,Control_13,other_cardiac_tissue,Endocardial cells,314,45359,0.006922551202627924,213883446,11314434.293400003,2.7752160811359717e-05,27.752160811359715
Control,Control_13,other_cardiac_tissue,Endothelial cells,12518,45359,0.275976101765912,213883446,11314434.293400003,0.0011063743599891748,1106.3743599891748
Control,Control_13,other_cardiac_tissue,Fibroblasts,4233,45359,0.09332216318701911,213883446,11314434.293400003,0.00037412387488689706,374.12387488689706
Control,Control_13,other_cardiac_tissue,Macrophages Trem2+,150,45359,0.0033069512114464604,213883446,11314434.293400003,1.325740166147757e-05,13.25740166147757
Control,Control_13,other_cardiac_tissue,Macrophages Trem2-,51,45359,0.0011243634118917965,213883446,11314434.293400003,4.507516564902374e-06,4.507516564902374
Control,Control_13,other_cardiac_tissue,Mono / Macros Ccr2+,90,45359,0.001984170726867876,213883446,11314434.293400003,7.954440996886542e-06,7.954440996886542
Control,Control_13,other_cardiac_tissue,Neutrophils,4,45359,8.818536563857227e-05,213883446,11314434.293400003,3.5353071097273523e-07,0.35353071097273525
Control,Control_13,other_cardiac_tissue,Other Leukocytes,42,45359,0.0009259463392050089,213883446,11314434.293400003,3.71207246521372e-06,3.71207246521372
Control,Control_13,other_cardiac_tissue,Smooth muscle cells,716,45359,0.015785180449304437,213883446,11314434.293400003,6.328199726411961e-05,63.28199726411961
Control,Control_14,border_zone,Cardiomyocytes,4846,6022,0.8047160411823314,39143921,2070713.4209,0.0023402562378205716,2340.2562378205716
Control,Control_14,border_zone,Cardiomyocytes Ankrd1+,4,6022,0.0006642311524410495,39143921,2070713.4209,1.9317013931659693e-06,1.9317013931659692
Control,Control_14,border_zone,Endocardial cells,18,6022,0.0029890401859847225,39143921,2070713.4209,8.692656269246861e-06,8.69265626924686
Control,Control_14,border_zone,Endothelial cells,606,6022,0.100631019594819,39143921,2070713.4209,0.0002926527610646443,292.6527610646443
Control,Control_14,border_zone,Fibroblasts,289,6022,0.04799070076386582,39143921,2070713.4209,0.00013956542565624126,139.56542565624127
Control,Control_14,border_zone,Macrophages Trem2+,18,6022,0.0029890401859847225,39143921,2070713.4209,8.692656269246861e-06,8.69265626924686
Control,Control_14,border_zone,Macrophages Trem2-,21,6022,0.0034872135503155096,39143921,2070713.4209,1.0141432314121338e-05,10.141432314121339
Control,Control_14,border_zone,Mono / Macros Ccr2+,7,6022,0.0011624045167718366,39143921,2070713.4209,3.380477438040446e-06,3.380477438040446
Control,Control_14,border_zone,Neutrophils,1,6022,0.00016605778811026238,39143921,2070713.4209,4.829253482914923e-07,0.4829253482914923
Control,Control_14,border_zone,Other Leukocytes,1,6022,0.00016605778811026238,39143921,2070713.4209,4.829253482914923e-07,0.4829253482914923
Control,Control_14,border_zone,Smooth muscle cells,211,6022,0.03503819329126536,39143921,2070713.4209,0.00010189724848950487,101.89724848950488
Control,Control_14,endocardial_region,Cardiomyocytes,1106,1365,0.8102564102564103,5386296,284935.05840000004,0.0038815862330544293,3881.586233054429
Control,Control_14,endocardial_region,Cardiomyocytes Ankrd1+,2,1365,0.0014652014652014652,5386296,284935.05840000004,7.019143278579438e-06,7.019143278579438
Control,Control_14,endocardial_region,Endocardial cells,105,1365,0.07692307692307693,5386296,284935.05840000004,0.0003685050221254205,368.5050221254205
Control,Control_14,endocardial_region,Endothelial cells,38,1365,0.02783882783882784,5386296,284935.05840000004,0.00013336372229300932,133.36372229300932
Control,Control_14,endocardial_region,Fibroblasts,97,1365,0.07106227106227106,5386296,284935.05840000004,0.00034042844901110275,340.42844901110277
Control,Control_14,endocardial_region,Macrophages Trem2-,5,1365,0.003663003663003663,5386296,284935.05840000004,1.7547858196448594e-05,17.547858196448594
Control,Control_14,endocardial_region,Mono / Macros Ccr2+,1,1365,0.0007326007326007326,5386296,284935.05840000004,3.509571639289719e-06,3.509571639289719
Control,Control_14,endocardial_region,Smooth muscle cells,11,1365,0.00805860805860806,5386296,284935.05840000004,3.860528803218691e-05,38.605288032186905
Control,Control_14,epicardial_region,Cardiomyocytes,1078,1381,0.78059377262853,5961950,315387.155,0.003418021257080048,3418.021257080048
Control,Control_14,epicardial_region,Cardiomyocytes Ankrd1+,2,1381,0.001448225923244026,5961950,315387.155,6.341412350797863e-06,6.341412350797863
Control,Control_14,epicardial_region,Endothelial cells,145,1381,0.10499637943519188,5961950,315387.155,0.000459752395432845,459.752395432845
Control,Control_14,epicardial_region,Fibroblasts,118,1381,0.08544532947139753,5961950,315387.155,0.0003741433286970739,374.1433286970739
Control,Control_14,epicardial_region,Macrophages Trem2+,9,1381,0.0065170166545981175,5961950,315387.155,2.853635557859038e-05,28.53635557859038
Control,Control_14,epicardial_region,Macrophages Trem2-,3,1381,0.002172338884866039,5961950,315387.155,9.512118526196793e-06,9.512118526196794
Control,Control_14,epicardial_region,Mono / Macros Ccr2+,2,1381,0.001448225923244026,5961950,315387.155,6.341412350797863e-06,6.341412350797863
Control,Control_14,epicardial_region,Other Leukocytes,1,1381,0.000724112961622013,5961950,315387.155,3.1707061753989314e-06,3.1707061753989314
Control,Control_14,epicardial_region,Smooth muscle cells,23,1381,0.0166545981173063,5961950,315387.155,7.292624203417542e-05,72.92624203417542
Control,Control_14,infarct_core,Cardiomyocytes,11013,13504,0.8155361374407583,76157364,4028724.5556000005,0.0027336194986802287,2733.619498680229
Control,Control_14,infarct_core,Cardiomyocytes Ankrd1+,3,13504,0.0002221563981042654,76157364,4028724.5556000005,7.446525466304083e-07,0.7446525466304083
Control,Control_14,infarct_core,Endocardial cells,15,13504,0.001110781990521327,76157364,4028724.5556000005,3.723262733152041e-06,3.723262733152041
Control,Control_14,infarct_core,Endothelial cells,1577,13504,0.11678021327014218,76157364,4028724.5556000005,0.00039143902201205124,391.4390220120512
Control,Control_14,infarct_core,Fibroblasts,535,13504,0.03961789099526066,76157364,4028724.5556000005,0.00013279637081575613,132.79637081575612
Control,Control_14,infarct_core,Macrophages Trem2+,23,13504,0.0017031990521327014,76157364,4028724.5556000005,5.7090028574997964e-06,5.709002857499796
Control,Control_14,infarct_core,Macrophages Trem2-,52,13504,0.0038507109004739335,76157364,4028724.5556000005,1.2907310808260409e-05,12.907310808260409
Control,Control_14,infarct_core,Mono / Macros Ccr2+,18,13504,0.0013329383886255925,76157364,4028724.5556000005,4.467915279782449e-06,4.467915279782449
Control,Control_14,infarct_core,Neutrophils,2,13504,0.0001481042654028436,76157364,4028724.5556000005,4.964350310869388e-07,0.49643503108693876
Control,Control_14,infarct_core,Other Leukocytes,3,13504,0.0002221563981042654,76157364,4028724.5556000005,7.446525466304083e-07,0.7446525466304083
Control,Control_14,infarct_core,Smooth muscle cells,263,13504,0.019475710900473935,76157364,4028724.5556000005,6.528120658793246e-05,65.28120658793246
Control,Control_14,other_cardiac_tissue,Cardiomyocytes,48440,56963,0.8503765602233029,278633985,14739737.8065,0.0032863542510667113,3286.354251066711
Control,Control_14,other_cardiac_tissue,Cardiomyocytes Ankrd1+,36,56963,0.000631989185962818,278633985,14739737.8065,2.4423772303551117e-06,2.442377230355112
Control,Control_14,other_cardiac_tissue,Endocardial cells,375,56963,0.006583220687112687,278633985,14739737.8065,2.5441429482865747e-05,25.441429482865747
Control,Control_14,other_cardiac_tissue,Endothelial cells,4235,56963,0.07434650562645928,278633985,14739737.8065,0.0002873185436264972,287.31854362649716
Control,Control_14,other_cardiac_tissue,Fibroblasts,2475,56963,0.043449256534943734,278633985,14739737.8065,0.00016791343458691393,167.91343458691392
Control,Control_14,other_cardiac_tissue,Macrophages Trem2+,58,56963,0.0010182047996067623,278633985,14739737.8065,3.934941093349902e-06,3.934941093349902
Control,Control_14,other_cardiac_tissue,Macrophages Trem2-,207,56963,0.0036339378192862034,278633985,14739737.8065,1.4043669074541892e-05,14.043669074541892
Control,Control_14,other_cardiac_tissue,Mono / Macros Ccr2+,51,56963,0.0008953180134473255,278633985,14739737.8065,3.4600344096697414e-06,3.4600344096697415
Control,Control_14,other_cardiac_tissue,Neutrophils,5,56963,8.777627582816916e-05,278633985,14739737.8065,3.3921905977154327e-07,0.33921905977154326
